dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
2011-01-19,2011,January,2,Wednesday,Spring,Light Snow/Rain,3,3,0
2011-01-19,2011,January,4,Wednesday,Spring,Light Snow/Rain,2,1,1
2011-01-19,2011,January,5,Wednesday,Spring,Cloudy,7,7,0
2011-01-19,2011,January,6,Wednesday,Spring,Cloudy,32,32,0
2011-01-19,2011,January,7,Wednesday,Spring,Cloudy,90,89,1
2011-01-19,2011,January,8,Wednesday,Spring,Cloudy,197,196,1
2011-01-19,2011,January,9,Wednesday,Spring,Cloudy,109,107,2
2011-01-19,2011,January,10,Wednesday,Spring,Cloudy,47,46,1
2011-01-19,2011,January,11,Wednesday,Spring,Cloudy,52,47,5
2011-01-19,2011,January,12,Wednesday,Spring,Cloudy,70,65,5
2011-01-19,2011,January,13,Wednesday,Spring,Clear,78,67,11
2011-01-19,2011,January,14,Wednesday,Spring,Clear,75,68,7
2011-01-19,2011,January,15,Wednesday,Spring,Clear,82,78,4
2011-01-19,2011,January,16,Wednesday,Spring,Clear,104,94,10
2011-01-19,2011,January,17,Wednesday,Spring,Clear,197,190,7
2011-01-19,2011,January,18,Wednesday,Spring,Clear,161,156,5
2011-01-19,2011,January,19,Wednesday,Spring,Clear,112,108,4
2011-01-19,2011,January,20,Wednesday,Spring,Clear,76,74,2
2011-01-19,2011,January,21,Wednesday,Spring,Clear,59,55,4
2011-01-19,2011,January,22,Wednesday,Spring,Clear,59,53,6
2011-01-19,2011,January,23,Wednesday,Spring,Clear,28,27,1
2011-01-20,2011,January,0,Thursday,Spring,Clear,13,8,5
2011-01-20,2011,January,1,Thursday,Spring,Clear,5,3,2
2011-01-20,2011,January,2,Thursday,Spring,Clear,2,2,0
2011-01-20,2011,January,3,Thursday,Spring,Clear,1,1,0
2011-01-20,2011,January,4,Thursday,Spring,Clear,1,1,0
2011-01-20,2011,January,5,Thursday,Spring,Clear,6,6,0
2011-01-20,2011,January,6,Thursday,Spring,Clear,35,35,0
2011-01-20,2011,January,7,Thursday,Spring,Clear,101,100,1
2011-01-20,2011,January,8,Thursday,Spring,Clear,249,247,2
2011-01-20,2011,January,9,Thursday,Spring,Cloudy,143,140,3
2011-01-20,2011,January,10,Thursday,Spring,Clear,57,56,1
2011-01-20,2011,January,11,Thursday,Spring,Cloudy,68,63,5
2011-01-20,2011,January,12,Thursday,Spring,Cloudy,84,77,7
2011-01-20,2011,January,13,Thursday,Spring,Cloudy,98,86,12
2011-01-20,2011,January,14,Thursday,Spring,Cloudy,81,75,6
2011-01-20,2011,January,15,Thursday,Spring,Cloudy,70,62,8
2011-01-20,2011,January,16,Thursday,Spring,Cloudy,91,83,8
2011-01-20,2011,January,17,Thursday,Spring,Cloudy,215,207,8
2011-01-20,2011,January,18,Thursday,Spring,Cloudy,185,184,1
2011-01-20,2011,January,19,Thursday,Spring,Clear,152,146,6
2011-01-20,2011,January,20,Thursday,Spring,Cloudy,126,124,2
2011-01-20,2011,January,21,Thursday,Spring,Cloudy,57,54,3
2011-01-20,2011,January,22,Thursday,Spring,Cloudy,56,56,0
2011-01-20,2011,January,23,Thursday,Spring,Cloudy,31,28,3
2011-01-21,2011,January,0,Friday,Spring,Cloudy,21,20,1
2011-01-21,2011,January,1,Friday,Spring,Cloudy,6,6,0
2011-01-21,2011,January,2,Friday,Spring,Light Snow/Rain,2,2,0
2011-01-21,2011,January,3,Friday,Spring,Light Snow/Rain,1,1,0
2011-01-21,2011,January,4,Friday,Spring,Cloudy,1,1,0
2011-01-21,2011,January,5,Friday,Spring,Clear,5,4,1
2011-01-21,2011,January,6,Friday,Spring,Clear,27,27,0
2011-01-21,2011,January,7,Friday,Spring,Clear,68,66,2
2011-01-21,2011,January,8,Friday,Spring,Clear,217,210,7
2011-01-21,2011,January,9,Friday,Spring,Clear,166,159,7
2011-01-21,2011,January,10,Friday,Spring,Clear,63,57,6
2011-01-21,2011,January,11,Friday,Spring,Clear,59,53,6
2011-01-21,2011,January,12,Friday,Spring,Clear,78,67,11
2011-01-21,2011,January,13,Friday,Spring,Clear,73,65,8
2011-01-21,2011,January,14,Friday,Spring,Clear,62,56,6
2011-01-21,2011,January,15,Friday,Spring,Clear,65,61,4
2011-01-21,2011,January,16,Friday,Spring,Clear,97,97,0
2011-01-21,2011,January,17,Friday,Spring,Clear,161,151,10
2011-01-21,2011,January,18,Friday,Spring,Clear,120,119,1
2011-01-21,2011,January,19,Friday,Spring,Clear,96,93,3
2011-01-21,2011,January,20,Friday,Spring,Clear,53,52,1
2011-01-21,2011,January,21,Friday,Spring,Clear,41,41,0
2011-01-21,2011,January,22,Friday,Spring,Clear,34,33,1
2011-01-21,2011,January,23,Friday,Spring,Clear,27,27,0
2011-01-22,2011,January,0,Saturday,Spring,Clear,13,13,0
2011-01-22,2011,January,1,Saturday,Spring,Cloudy,12,9,3
2011-01-22,2011,January,2,Saturday,Spring,Cloudy,11,11,0
2011-01-22,2011,January,3,Saturday,Spring,Cloudy,7,6,1
2011-01-22,2011,January,4,Saturday,Spring,Cloudy,3,3,0
2011-01-22,2011,January,6,Saturday,Spring,Cloudy,2,2,0
2011-01-22,2011,January,7,Saturday,Spring,Clear,8,8,0
2011-01-22,2011,January,8,Saturday,Spring,Clear,27,26,1
2011-01-22,2011,January,9,Saturday,Spring,Clear,40,37,3
2011-01-22,2011,January,10,Saturday,Spring,Cloudy,53,50,3
2011-01-22,2011,January,11,Saturday,Spring,Cloudy,63,59,4
2011-01-22,2011,January,12,Saturday,Spring,Cloudy,70,60,10
2011-01-22,2011,January,13,Saturday,Spring,Clear,84,72,12
2011-01-22,2011,January,14,Saturday,Spring,Clear,75,64,11
2011-01-22,2011,January,15,Saturday,Spring,Clear,103,93,10
2011-01-22,2011,January,16,Saturday,Spring,Clear,83,72,11
2011-01-22,2011,January,17,Saturday,Spring,Clear,67,59,8
2011-01-22,2011,January,18,Saturday,Spring,Clear,54,54,0
2011-01-22,2011,January,19,Saturday,Spring,Clear,59,53,6
2011-01-22,2011,January,20,Saturday,Spring,Clear,45,44,1
2011-01-22,2011,January,21,Saturday,Spring,Clear,39,39,0
2011-01-22,2011,January,22,Saturday,Spring,Clear,30,23,7
2011-01-22,2011,January,23,Saturday,Spring,Clear,33,31,2
2011-01-23,2011,January,0,Sunday,Spring,Clear,22,20,2
2011-01-23,2011,January,1,Sunday,Spring,Clear,13,12,1
2011-01-23,2011,January,2,Sunday,Spring,Clear,18,15,3
2011-01-23,2011,January,3,Sunday,Spring,Clear,5,4,1
2011-01-23,2011,January,5,Sunday,Spring,Cloudy,3,3,0
2011-01-23,2011,January,6,Sunday,Spring,Cloudy,1,1,0
2011-01-23,2011,January,7,Sunday,Spring,Clear,2,1,1
2011-01-23,2011,January,8,Sunday,Spring,Clear,19,17,2
2011-01-23,2011,January,9,Sunday,Spring,Clear,28,25,3
2011-01-23,2011,January,10,Sunday,Spring,Clear,58,51,7
2011-01-23,2011,January,11,Sunday,Spring,Clear,99,77,22
2011-01-23,2011,January,12,Sunday,Spring,Clear,116,92,24
2011-01-23,2011,January,13,Sunday,Spring,Clear,87,75,12
2011-01-23,2011,January,14,Sunday,Spring,Clear,110,93,17
2011-01-23,2011,January,15,Sunday,Spring,Clear,77,64,13
2011-01-23,2011,January,16,Sunday,Spring,Clear,65,56,9
2011-01-23,2011,January,17,Sunday,Spring,Clear,55,50,5
2011-01-23,2011,January,18,Sunday,Spring,Clear,49,44,5
2011-01-23,2011,January,19,Sunday,Spring,Clear,50,45,5
2011-01-23,2011,January,20,Sunday,Spring,Clear,35,31,4
2011-01-23,2011,January,21,Sunday,Spring,Clear,25,20,5
2011-01-23,2011,January,22,Sunday,Spring,Clear,28,23,5
2011-01-23,2011,January,23,Sunday,Spring,Clear,21,17,4
2011-01-24,2011,January,0,Monday,Spring,Clear,7,7,0
2011-01-24,2011,January,1,Monday,Spring,Clear,1,1,0
2011-01-24,2011,January,3,Monday,Spring,Clear,1,1,0
2011-01-24,2011,January,4,Monday,Spring,Clear,1,1,0
2011-01-24,2011,January,5,Monday,Spring,Clear,5,5,0
2011-01-24,2011,January,6,Monday,Spring,Clear,15,15,0
2011-01-24,2011,January,7,Monday,Spring,Clear,84,79,5
2011-01-24,2011,January,8,Monday,Spring,Clear,177,171,6
2011-01-24,2011,January,9,Monday,Spring,Clear,102,98,4
2011-01-24,2011,January,10,Monday,Spring,Clear,40,34,6
2011-01-24,2011,January,11,Monday,Spring,Clear,46,43,3
2011-01-24,2011,January,12,Monday,Spring,Cloudy,63,52,11
2011-01-24,2011,January,13,Monday,Spring,Cloudy,60,54,6
2011-01-24,2011,January,14,Monday,Spring,Cloudy,45,43,2
2011-01-24,2011,January,15,Monday,Spring,Clear,57,50,7
2011-01-24,2011,January,16,Monday,Spring,Clear,70,66,4
2011-01-24,2011,January,17,Monday,Spring,Clear,184,178,6
2011-01-24,2011,January,18,Monday,Spring,Clear,153,145,8
2011-01-24,2011,January,19,Monday,Spring,Clear,106,101,5
2011-01-24,2011,January,20,Monday,Spring,Clear,81,80,1
2011-01-24,2011,January,21,Monday,Spring,Clear,59,53,6
2011-01-24,2011,January,22,Monday,Spring,Cloudy,35,32,3
2011-01-24,2011,January,23,Monday,Spring,Cloudy,24,21,3
2011-01-25,2011,January,0,Tuesday,Spring,Cloudy,9,6,3
2011-01-25,2011,January,1,Tuesday,Spring,Cloudy,5,5,0
2011-01-25,2011,January,2,Tuesday,Spring,Clear,2,2,0
2011-01-25,2011,January,4,Tuesday,Spring,Clear,1,1,0
2011-01-25,2011,January,5,Tuesday,Spring,Clear,9,9,0
2011-01-25,2011,January,6,Tuesday,Spring,Clear,36,35,1
2011-01-25,2011,January,7,Tuesday,Spring,Clear,108,103,5
2011-01-25,2011,January,8,Tuesday,Spring,Cloudy,238,233,5
2011-01-25,2011,January,9,Tuesday,Spring,Cloudy,144,134,10
2011-01-25,2011,January,10,Tuesday,Spring,Cloudy,55,49,6
2011-01-25,2011,January,11,Tuesday,Spring,Cloudy,61,55,6
2011-01-25,2011,January,12,Tuesday,Spring,Cloudy,106,85,21
2011-01-25,2011,January,13,Tuesday,Spring,Cloudy,93,72,21
2011-01-25,2011,January,14,Tuesday,Spring,Cloudy,68,57,11
2011-01-25,2011,January,15,Tuesday,Spring,Cloudy,84,63,21
2011-01-25,2011,January,16,Tuesday,Spring,Cloudy,116,102,14
2011-01-25,2011,January,17,Tuesday,Spring,Clear,222,208,14
2011-01-25,2011,January,18,Tuesday,Spring,Cloudy,225,218,7
2011-01-25,2011,January,19,Tuesday,Spring,Cloudy,146,133,13
2011-01-25,2011,January,20,Tuesday,Spring,Clear,119,103,16
2011-01-25,2011,January,21,Tuesday,Spring,Clear,45,40,5
2011-01-25,2011,January,22,Tuesday,Spring,Clear,53,49,4
2011-01-25,2011,January,23,Tuesday,Spring,Cloudy,40,37,3
2011-01-26,2011,January,0,Wednesday,Spring,Cloudy,17,14,3
2011-01-26,2011,January,1,Wednesday,Spring,Cloudy,5,5,0
2011-01-26,2011,January,2,Wednesday,Spring,Light Snow/Rain,10,7,3
2011-01-26,2011,January,5,Wednesday,Spring,Light Snow/Rain,1,1,0
2011-01-26,2011,January,6,Wednesday,Spring,Light Snow/Rain,8,8,0
2011-01-26,2011,January,7,Wednesday,Spring,Light Snow/Rain,30,29,1
2011-01-26,2011,January,8,Wednesday,Spring,Light Snow/Rain,72,69,3
2011-01-26,2011,January,9,Wednesday,Spring,Light Snow/Rain,58,55,3
2011-01-26,2011,January,10,Wednesday,Spring,Light Snow/Rain,28,26,2
2011-01-26,2011,January,11,Wednesday,Spring,Light Snow/Rain,41,35,6
2011-01-26,2011,January,12,Wednesday,Spring,Light Snow/Rain,48,41,7
2011-01-26,2011,January,13,Wednesday,Spring,Light Snow/Rain,47,43,4
2011-01-26,2011,January,14,Wednesday,Spring,Light Snow/Rain,36,36,0
2011-01-26,2011,January,15,Wednesday,Spring,Light Snow/Rain,43,42,1
2011-01-26,2011,January,16,Wednesday,Spring,Heavy Rain/Ice Pallets,36,35,1
2011-01-26,2011,January,17,Wednesday,Spring,Light Snow/Rain,26,26,0
2011-01-27,2011,January,16,Thursday,Spring,Clear,24,23,1
2011-01-27,2011,January,17,Thursday,Spring,Clear,84,82,2
2011-01-27,2011,January,18,Thursday,Spring,Clear,104,101,3
2011-01-27,2011,January,19,Thursday,Spring,Clear,79,76,3
2011-01-27,2011,January,20,Thursday,Spring,Clear,59,55,4
2011-01-27,2011,January,21,Thursday,Spring,Clear,38,36,2
2011-01-27,2011,January,22,Thursday,Spring,Clear,27,27,0
2011-01-27,2011,January,23,Thursday,Spring,Clear,16,16,0
2011-01-28,2011,January,0,Friday,Spring,Cloudy,9,9,0
2011-01-28,2011,January,1,Friday,Spring,Cloudy,3,2,1
2011-01-28,2011,January,2,Friday,Spring,Cloudy,2,2,0
2011-01-28,2011,January,3,Friday,Spring,Cloudy,1,0,1
2011-01-28,2011,January,5,Friday,Spring,Cloudy,4,4,0
2011-01-28,2011,January,6,Friday,Spring,Cloudy,16,16,0
2011-01-28,2011,January,7,Friday,Spring,Cloudy,60,58,2
2011-01-28,2011,January,8,Friday,Spring,Cloudy,157,155,2
2011-01-28,2011,January,9,Friday,Spring,Light Snow/Rain,101,95,6
2011-01-28,2011,January,10,Friday,Spring,Light Snow/Rain,49,49,0
2011-01-28,2011,January,11,Friday,Spring,Light Snow/Rain,30,30,0
2011-01-28,2011,January,12,Friday,Spring,Light Snow/Rain,29,28,1
2011-01-28,2011,January,13,Friday,Spring,Light Snow/Rain,31,31,0
2011-01-28,2011,January,14,Friday,Spring,Light Snow/Rain,38,36,2
2011-01-28,2011,January,15,Friday,Spring,Cloudy,41,40,1
2011-01-28,2011,January,16,Friday,Spring,Clear,80,70,10
2011-01-28,2011,January,17,Friday,Spring,Clear,149,147,2
2011-01-28,2011,January,18,Friday,Spring,Clear,109,107,2
2011-01-28,2011,January,19,Friday,Spring,Cloudy,89,84,5
2011-01-28,2011,January,20,Friday,Spring,Cloudy,62,61,1
2011-01-28,2011,January,21,Friday,Spring,Cloudy,58,57,1
2011-01-28,2011,January,22,Friday,Spring,Clear,26,26,0
2011-01-28,2011,January,23,Friday,Spring,Clear,23,22,1
2011-01-29,2011,January,0,Saturday,Spring,Clear,28,26,2
2011-01-29,2011,January,1,Saturday,Spring,Clear,20,20,0
2011-01-29,2011,January,2,Saturday,Spring,Clear,15,15,0
2011-01-29,2011,January,3,Saturday,Spring,Clear,8,5,3
2011-01-29,2011,January,4,Saturday,Spring,Clear,3,2,1
2011-01-29,2011,January,6,Saturday,Spring,Clear,2,2,0
2011-01-29,2011,January,7,Saturday,Spring,Clear,5,4,1
2011-01-29,2011,January,8,Saturday,Spring,Clear,34,31,3
2011-01-29,2011,January,9,Saturday,Spring,Clear,34,34,0
2011-01-29,2011,January,10,Saturday,Spring,Cloudy,55,51,4
2011-01-29,2011,January,11,Saturday,Spring,Cloudy,64,60,4
2011-01-29,2011,January,12,Saturday,Spring,Cloudy,78,66,12
2011-01-29,2011,January,13,Saturday,Spring,Cloudy,65,56,9
2011-01-29,2011,January,14,Saturday,Spring,Cloudy,99,89,10
2011-01-29,2011,January,15,Saturday,Spring,Clear,120,98,22
2011-01-29,2011,January,16,Saturday,Spring,Clear,107,88,19
2011-01-29,2011,January,17,Saturday,Spring,Clear,91,82,9
2011-01-29,2011,January,18,Saturday,Spring,Clear,68,59,9
2011-01-29,2011,January,19,Saturday,Spring,Cloudy,58,52,6
2011-01-29,2011,January,20,Saturday,Spring,Clear,43,42,1
2011-01-29,2011,January,21,Saturday,Spring,Clear,36,35,1
2011-01-29,2011,January,22,Saturday,Spring,Clear,32,28,4
2011-01-29,2011,January,23,Saturday,Spring,Clear,33,30,3
2011-01-30,2011,January,0,Sunday,Spring,Clear,33,33,0
2011-01-30,2011,January,1,Sunday,Spring,Clear,29,22,7
2011-01-30,2011,January,2,Sunday,Spring,Clear,11,10,1
2011-01-30,2011,January,3,Sunday,Spring,Clear,8,7,1
2011-01-30,2011,January,4,Sunday,Spring,Clear,1,1,0
2011-01-30,2011,January,5,Sunday,Spring,Clear,3,3,0
2011-01-30,2011,January,7,Sunday,Spring,Clear,3,3,0
2011-01-30,2011,January,8,Sunday,Spring,Cloudy,12,11,1
2011-01-30,2011,January,9,Sunday,Spring,Cloudy,38,34,4
2011-01-30,2011,January,10,Sunday,Spring,Cloudy,64,57,7
2011-01-30,2011,January,11,Sunday,Spring,Clear,59,50,9
2011-01-30,2011,January,12,Sunday,Spring,Clear,97,87,10
2011-01-30,2011,January,13,Sunday,Spring,Clear,84,71,13
2011-01-30,2011,January,14,Sunday,Spring,Clear,122,104,18
2011-01-30,2011,January,15,Sunday,Spring,Clear,109,95,14
2011-01-30,2011,January,16,Sunday,Spring,Clear,123,104,19
2011-01-30,2011,January,17,Sunday,Spring,Clear,77,71,6
2011-01-30,2011,January,18,Sunday,Spring,Clear,65,57,8
2011-01-30,2011,January,19,Sunday,Spring,Clear,55,46,9
2011-01-30,2011,January,20,Sunday,Spring,Cloudy,33,30,3
2011-01-30,2011,January,21,Sunday,Spring,Cloudy,28,25,3
2011-01-30,2011,January,22,Sunday,Spring,Cloudy,21,19,2
2011-01-30,2011,January,23,Sunday,Spring,Cloudy,21,16,5
2011-01-31,2011,January,0,Monday,Spring,Cloudy,7,6,1
2011-01-31,2011,January,1,Monday,Spring,Clear,7,5,2
2011-01-31,2011,January,2,Monday,Spring,Clear,1,1,0
2011-01-31,2011,January,3,Monday,Spring,Clear,2,2,0
2011-01-31,2011,January,4,Monday,Spring,Clear,2,2,0
2011-01-31,2011,January,5,Monday,Spring,Clear,8,8,0
2011-01-31,2011,January,6,Monday,Spring,Clear,37,37,0
2011-01-31,2011,January,7,Monday,Spring,Cloudy,72,71,1
2011-01-31,2011,January,8,Monday,Spring,Cloudy,185,182,3
2011-01-31,2011,January,9,Monday,Spring,Cloudy,112,112,0
2011-01-31,2011,January,10,Monday,Spring,Cloudy,69,68,1
2011-01-31,2011,January,11,Monday,Spring,Cloudy,48,46,2
2011-01-31,2011,January,12,Monday,Spring,Cloudy,68,62,6
2011-01-31,2011,January,13,Monday,Spring,Cloudy,54,52,2
2011-01-31,2011,January,14,Monday,Spring,Cloudy,86,85,1
2011-01-31,2011,January,15,Monday,Spring,Cloudy,44,41,3
2011-01-31,2011,January,16,Monday,Spring,Cloudy,86,83,3
2011-01-31,2011,January,17,Monday,Spring,Cloudy,161,155,6
2011-01-31,2011,January,18,Monday,Spring,Cloudy,156,153,3
2011-01-31,2011,January,19,Monday,Spring,Clear,111,108,3
2011-01-31,2011,January,20,Monday,Spring,Light Snow/Rain,78,78,0
2011-01-31,2011,January,21,Monday,Spring,Light Snow/Rain,56,53,3
2011-01-31,2011,January,22,Monday,Spring,Cloudy,34,34,0
2011-01-31,2011,January,23,Monday,Spring,Cloudy,17,15,2
2011-02-01,2011,February,0,Tuesday,Spring,Cloudy,8,6,2
2011-02-01,2011,February,1,Tuesday,Spring,Cloudy,3,3,0
2011-02-01,2011,February,2,Tuesday,Spring,Cloudy,2,2,0
2011-02-01,2011,February,3,Tuesday,Spring,Cloudy,2,2,0
2011-02-01,2011,February,5,Tuesday,Spring,Light Snow/Rain,3,3,0
2011-02-01,2011,February,6,Tuesday,Spring,Light Snow/Rain,22,22,0
2011-02-01,2011,February,7,Tuesday,Spring,Light Snow/Rain,52,52,0
2011-02-01,2011,February,8,Tuesday,Spring,Light Snow/Rain,135,132,3
2011-02-01,2011,February,9,Tuesday,Spring,Cloudy,116,114,2
2011-02-01,2011,February,10,Tuesday,Spring,Cloudy,47,47,0
2011-02-01,2011,February,11,Tuesday,Spring,Cloudy,51,49,2
2011-02-01,2011,February,12,Tuesday,Spring,Cloudy,55,53,2
2011-02-01,2011,February,13,Tuesday,Spring,Cloudy,52,49,3
2011-02-01,2011,February,14,Tuesday,Spring,Cloudy,54,49,5
2011-02-01,2011,February,15,Tuesday,Spring,Cloudy,52,45,7
2011-02-01,2011,February,16,Tuesday,Spring,Cloudy,64,61,3
2011-02-01,2011,February,17,Tuesday,Spring,Cloudy,176,172,4
2011-02-01,2011,February,18,Tuesday,Spring,Cloudy,168,165,3
2011-02-01,2011,February,19,Tuesday,Spring,Cloudy,108,105,3
2011-02-01,2011,February,20,Tuesday,Spring,Cloudy,74,69,5
2011-02-01,2011,February,21,Tuesday,Spring,Cloudy,64,64,0
2011-02-01,2011,February,22,Tuesday,Spring,Cloudy,36,34,2
2011-02-01,2011,February,23,Tuesday,Spring,Light Snow/Rain,16,15,1
2011-02-02,2011,February,0,Wednesday,Spring,Light Snow/Rain,2,2,0
2011-02-02,2011,February,1,Wednesday,Spring,Light Snow/Rain,3,3,0
2011-02-02,2011,February,2,Wednesday,Spring,Light Snow/Rain,4,0,4
2011-02-02,2011,February,3,Wednesday,Spring,Light Snow/Rain,1,1,0
2011-02-02,2011,February,4,Wednesday,Spring,Light Snow/Rain,1,1,0
2011-02-02,2011,February,5,Wednesday,Spring,Light Snow/Rain,3,3,0
2011-02-02,2011,February,6,Wednesday,Spring,Light Snow/Rain,18,17,1
2011-02-02,2011,February,7,Wednesday,Spring,Light Snow/Rain,49,48,1
2011-02-02,2011,February,8,Wednesday,Spring,Light Snow/Rain,155,154,1
2011-02-02,2011,February,9,Wednesday,Spring,Cloudy,123,119,4
2011-02-02,2011,February,10,Wednesday,Spring,Cloudy,61,59,2
2011-02-02,2011,February,11,Wednesday,Spring,Cloudy,52,47,5
2011-02-02,2011,February,12,Wednesday,Spring,Cloudy,64,61,3
2011-02-02,2011,February,13,Wednesday,Spring,Clear,75,74,1
2011-02-02,2011,February,14,Wednesday,Spring,Clear,63,61,2
2011-02-02,2011,February,15,Wednesday,Spring,Clear,76,66,10
2011-02-02,2011,February,16,Wednesday,Spring,Clear,103,95,8
2011-02-02,2011,February,17,Wednesday,Spring,Clear,190,183,7
2011-02-02,2011,February,18,Wednesday,Spring,Clear,182,175,7
2011-02-02,2011,February,19,Wednesday,Spring,Clear,91,88,3
2011-02-02,2011,February,20,Wednesday,Spring,Clear,75,71,4
2011-02-02,2011,February,21,Wednesday,Spring,Clear,63,62,1
2011-02-02,2011,February,22,Wednesday,Spring,Clear,40,35,5
2011-02-02,2011,February,23,Wednesday,Spring,Clear,32,29,3
2011-02-03,2011,February,0,Thursday,Spring,Clear,12,11,1
2011-02-03,2011,February,1,Thursday,Spring,Clear,5,5,0
2011-02-03,2011,February,2,Thursday,Spring,Clear,2,2,0
2011-02-03,2011,February,3,Thursday,Spring,Clear,1,1,0
2011-02-03,2011,February,5,Thursday,Spring,Clear,2,2,0
2011-02-03,2011,February,6,Thursday,Spring,Clear,39,39,0
2011-02-03,2011,February,7,Thursday,Spring,Clear,87,86,1
2011-02-03,2011,February,8,Thursday,Spring,Clear,188,184,4
2011-02-03,2011,February,9,Thursday,Spring,Clear,133,127,6
2011-02-03,2011,February,10,Thursday,Spring,Clear,52,50,2
2011-02-03,2011,February,11,Thursday,Spring,Clear,64,55,9
2011-02-03,2011,February,12,Thursday,Spring,Clear,69,67,2
2011-02-03,2011,February,13,Thursday,Spring,Clear,51,47,4
2011-02-03,2011,February,14,Thursday,Spring,Clear,47,43,4
2011-02-03,2011,February,15,Thursday,Spring,Clear,60,56,4
2011-02-03,2011,February,16,Thursday,Spring,Clear,78,73,5
2011-02-03,2011,February,17,Thursday,Spring,Clear,175,170,5
2011-02-03,2011,February,18,Thursday,Spring,Clear,147,145,2
2011-02-03,2011,February,19,Thursday,Spring,Clear,96,92,4
2011-02-03,2011,February,20,Thursday,Spring,Clear,109,108,1
2011-02-03,2011,February,21,Thursday,Spring,Clear,54,53,1
2011-02-03,2011,February,22,Thursday,Spring,Clear,41,39,2
2011-02-03,2011,February,23,Thursday,Spring,Clear,38,34,4
2011-02-04,2011,February,0,Friday,Spring,Cloudy,13,10,3
2011-02-04,2011,February,1,Friday,Spring,Cloudy,7,7,0
2011-02-04,2011,February,2,Friday,Spring,Cloudy,1,1,0
2011-02-04,2011,February,3,Friday,Spring,Cloudy,1,1,0
2011-02-04,2011,February,5,Friday,Spring,Cloudy,7,7,0
2011-02-04,2011,February,6,Friday,Spring,Cloudy,28,26,2
2011-02-04,2011,February,7,Friday,Spring,Clear,87,87,0
2011-02-04,2011,February,8,Friday,Spring,Clear,220,217,3
2011-02-04,2011,February,9,Friday,Spring,Cloudy,127,124,3
2011-02-04,2011,February,10,Friday,Spring,Cloudy,51,46,5
2011-02-04,2011,February,11,Friday,Spring,Clear,64,61,3
2011-02-04,2011,February,12,Friday,Spring,Cloudy,86,78,8
2011-02-04,2011,February,13,Friday,Spring,Cloudy,82,73,9
2011-02-04,2011,February,14,Friday,Spring,Cloudy,91,76,15
2011-02-04,2011,February,15,Friday,Spring,Cloudy,90,81,9
2011-02-04,2011,February,16,Friday,Spring,Cloudy,99,91,8
2011-02-04,2011,February,17,Friday,Spring,Cloudy,205,195,10
2011-02-04,2011,February,18,Friday,Spring,Cloudy,155,152,3
2011-02-04,2011,February,19,Friday,Spring,Cloudy,103,102,1
2011-02-04,2011,February,20,Friday,Spring,Cloudy,71,69,2
2011-02-04,2011,February,21,Friday,Spring,Cloudy,43,41,2
2011-02-04,2011,February,22,Friday,Spring,Cloudy,46,45,1
2011-02-04,2011,February,23,Friday,Spring,Cloudy,31,30,1
2011-02-05,2011,February,0,Saturday,Spring,Cloudy,39,36,3
2011-02-05,2011,February,1,Saturday,Spring,Cloudy,18,17,1
2011-02-05,2011,February,2,Saturday,Spring,Cloudy,17,12,5
2011-02-05,2011,February,3,Saturday,Spring,Cloudy,11,10,1
2011-02-05,2011,February,4,Saturday,Spring,Light Snow/Rain,8,8,0
2011-02-05,2011,February,5,Saturday,Spring,Light Snow/Rain,9,9,0
2011-02-05,2011,February,6,Saturday,Spring,Light Snow/Rain,4,4,0
